source_index,target_index,source_entity,target_entity,type,count
overlying,C1269845,overlying,hemidiaphragm,modify,1
overlying,C1282910,overlying,upper,located_at,1
peripherally,midlung,peripherally,midlung,located_at,1
C0231800,C0687676,expiration,post,modify,1
peripherally,beyond,peripherally,beyond,modify,1
C0179740,C0449774,picc,pattern,modify,1
C0178499,subpleural,base,subpleural,located_at,1
peripherally,aeration,peripherally,aeration,located_at,1
peripherally,C4068833,peripherally,vascularity,located_at,1
C0220825,C0034866,evaluation,recommended,modify,2
peripherally,C0205090,peripherally,right,modify,1
C0220825,C0037004,evaluation,shoulder,located_at,1
new,C1265611,new,amount,modify,1
C0178587,C1510467,densities,trauma,suggestive_of,1
C0302908,C0205143,fluid,angle,located_at,1
C0231800,C0024109,expiration,lung,located_at,1
C0220825,C0582103,evaluation,examination,modify,1
C0220825,C0700148,evaluation,congestion,suggestive_of,1
new,C1517945,new,loss,modify,1
C0220825,C0796494,evaluation,lobe,located_at,1
C0012725,C0001209,displacement,acromion,located_at,1
new,C1705504,new,tip,modify,1
overlying,cardiomediastinal,overlying,cardiomediastinal,modify,1
C0179740,C0025066,picc,mediastinum,located_at,1
C0012634,C0521329,disease,spinal,located_at,1
perihilar,C1710706,perihilar,zone,located_at,2
C0231800,C0449468,expiratory,volumes,modify,1
new,C0817096,new,thoracic,modify,1
C0010709,C0031050,cyst,pericardial,located_at,1
C0243107,C0001861,development,air,modify,1
obscuration,C0444914,obscuration,dome,modify,1
peripherally,C0017446,peripherally,region,modify,1
overlying,C1547011,overlying,aspect,modify,1
C0011945,C0180499,dialysis,drain,modify,1
C0220825,C0205144,evaluation,junction,modify,1
C0012725,C0003483,displacement,aorta,located_at,1
C0220825,C0230185,evaluation,epigastrium,located_at,1
new,C0934502,new,layering,modify,1
perihilar,midlung,perihilar,midlung,located_at,1
overlying,C1710706,overlying,zone,modify,1
C0220825,C0449468,evaluation,volumes,modify,1
C0012634,C1269845,disease,hemidiaphragm,located_at,1
partially,C0439801,partially,limits,modify,1
C0175730ng,C0445022,ng tube,loop,located_at,1
C0227952,C0027530,sheath,neck,located_at,1
ngt,C0733755,ngt,position,located_at,1
C0225594,C0205144,carina,junction,located_at,1
C0277814,C0817096,sitting,chest,modify,1
pad,C1522410,pad,apex,located_at,1
C0011334,C0178499,cavities,base,located_at,1
pad,C1710706,pad,zone,located_at,1
noted,lucency,noted,lucency,modify,1
C0178499,C0086296,base,film,located_at,1
noted,C3272911,noted,radiodensity,modify,1
C0262950,C0817096,bones,chest,located_at,1
pads,C0024109,pads,lung,located_at,1
C0012691,C0003086,dislocation,ankle,located_at,1
C0262950,C0032225,bones,pleural,located_at,1
parenchymal,C0016059,parenchymal,fibrosis,located_at,1
C0227952,C0032225,sheath,pleural,located_at,1
C0301559,C0024109,screw,lung,located_at,1
C0178587,silhouette,density,silhouette,modify,1
C0178587,suprahilar,density,suprahilar,located_at,1
C0222032,C1547011,spur,aspect,located_at,1
noted,silhouette,seen,silhouette,modify,1
ngt,C0011980,ngt,diaphragm,located_at,1
pad,C0810633,pad,pacemaker,located_at,2
C0225594,C0007144,carina,cardia,located_at,1
parenchymal,C0178499,parenchymal,bases,located_at,1
C0178587,pad,density,pad,suggestive_of,1
parenchymal,C0175723,parenchymal,band,located_at,1
C0225594,C0018670,carina,head,located_at,1
C0282443,C0016538,reviewed,projections,modify,1
C0225594,C0018787,carina,cardiac,located_at,1
C0012634,suprahilar,disease,suprahilar,located_at,1
normally,C0733755,normally,positioned,modify,1
C0225740,C0037775,lingula,distribution,modify,1
C0178587,scapular,density,scapular,located_at,1
C0262950,C0175730,bone,tube,located_at,1
noted,C0038257,seen,stent,modify,1
noted,C0178587,noted,density,modify,1
paralleling,C0934569,paralleling,hemithorax,modify,1
paralleling,C0332554,paralleling,shadow,modify,1
paralleling,C0205284,paralleling,margin,modify,1
C0225594,midthoracic,carina,midthoracic,located_at,1
noted,C0175730,noted,tube,modify,1
paralleling,C0008913,paralleling,clavicle,modify,1
pads,quadrant,pads,quadrant,located_at,1
pads,C1710706,pads,zone,located_at,1
pads,C1269845,pads,hemidiaphragm,located_at,1
C0178587,paramediastinal,density,paramediastinal,located_at,1
C0011334,C0796494,cavity,lobe,located_at,1
paramediastinal,C0024109,paramediastinal,lung,located_at,1
paramediastinal,C0024202,paramediastinal,lymph,located_at,1
pads,C0178499,pads,base,located_at,1
noted,C0000768,noted,deformities,modify,1
paramediastinal,prominence,paramediastinal,prominence,located_at,1
noted,C0004144,noted,atelectasis,modify,1
paramediastinal,airspace,paramediastinal,airspace,located_at,1
noted,C0012725,noted,displacement,modify,1
C0262950,C0037088,osseous,finding,located_at,1
C0012634,midlung,disease,midlung,located_at,1
noted,C0179740C0205132,noted,picc line,modify,1
noted,C0179740,seen,picc,modify,1
C0178587,peritracheal,density,peritracheal,located_at,1
C0225594,brachiocephalic,carina,brachiocephalic,located_at,1
paramediastinal,C0205284,paramediastinal,border,located_at,1
ng,C0849355,ng,removed,located_at,1
C0301559,C0036033,screw,sacrum,located_at,1
C0011343,C0817096,cement,thorax,located_at,1
partially,C0205229,partially,expanded,modify,1
now,C0333051,now,shift,modify,1
partially,C0205191,partially,chronic,modify,1
C0302587,C2745888,radio-opaque,marker,modify,1
C0227952,innominate,sheath,innominate,located_at,1
partially,C0175631,partially,visualization,modify,1
partially,C0032326,partially,pneumothorax,modify,1
C0302587,C0347997,radio-opaque,object,modify,1
C0302587,C0205132,radio-opaque,line,modify,1
C0221198,C0929176,lesion,hilum,located_at,1
C0227952,brachiocephalic,sheath,brachiocephalic,located_at,1
C0301559,C1184743,screw,process,located_at,1
new,trialysis,new,trialysis,modify,1
pad,C0000726,pad,abdomen,located_at,1
C0301559,C0816839,screw,glenoid,located_at,1
C0302891,C0003483,native,aorta,modify,1
C0221198,C0302908,lesion,fluid,located_at,1
ng,C0595836,ng,intrathoracic,located_at,1
new,pads,new,pads,modify,1
C0221198,C0205143,lesion,angle,located_at,1
partially,C0302908,partially,fluid,modify,1
C0302908,C0004144,fluid,atelectasis,suggestive_of,2
C0231303,C0039082,distress,syndrome,located_at,1
C0302891,hyperinflated,native,hyperinflated,modify,1
C0221198,C0205284,lesion,margin,located_at,1
C0221198,C0220825,lesions,evaluated,modify,1
new,mediport,new,mediport,modify,1
C0011343,C0242821,cement,bodies,located_at,1
C0175751,C0040590,collar,tracheostomy,located_at,2
new,pad,new,pad,modify,1
C0179586,C0205144,cap,junction,located_at,1
C0178587,cardiophrenic,density,cardiophrenic,located_at,1
C0243107,C1184482,development,sulcus,modify,1
partially,C0205379,partially,visible,modify,1
C0221198,C1308727,lesion,rim,located_at,1
now,C0205197,now,complete,modify,1
C0227952,C1413046,sheath,cava,located_at,1
parenchymal,retrocardiac,parenchymal,retrocardiac,located_at,1
now,C0029053,now,opacity,modify,1
parenchymal,C0796494,parenchymal,lobe,located_at,2
C0221198,retrocardiac,lesion,retrocardiac,located_at,1
now,C0018800,now,cardiomegaly,modify,1
C0221912,C0028259,cutaneous,nodules,located_at,1
C0221912,C0444099,cutaneous,skin,modify,1
pad,C0441987,pad,side,located_at,1
C0221912,C0562458,cutaneous,pacing,located_at,1
ng,C0038351,ng,stomach,located_at,1
C0301559,C0043240,screw,repair,suggestive_of,1
ng,C0205132,ng,line,located_at,1
ng,C0549183,ng,midline,located_at,1
pad,C0549183,pad,midline,located_at,1
pad,C0677535,pad,wall,located_at,1
C0221198,quadrant,lesion,quadrant,located_at,1
parenchymal,C1440080,parenchymal,alveolar,located_at,1
C0227952,C0205144,sheath,junction,located_at,1
now,C0205090,now,right,modify,1
C0227952,C1282910,sheath,superior,located_at,1
C0301559,C0549207,screws,vertebral,located_at,1
C0301559,C0521329,screws,spinal,located_at,1
pad,C0030705,pad,patient,located_at,1
pad,C0178499,pad,base,located_at,1
pad,C0205143,pad,angle,located_at,1
newly,C0546881,newly,tracking,modify,1
newly,aerated,newly,aerated,modify,1
C0221198,C1547011,lesion,aspect,located_at,1
C0301559,C0450219,screws,thoracolumbar,located_at,1
now,C0205081,now,moderate,modify,1
C0221198,osteoblastic,lesions,osteoblastic,located_at,1
overlying,C0934569,overlying,hemithorax,located_at,1
new,C0543467,new,surgery,modify,1
C0205403,C0231458,extremely,rotated,modify,1
C0205413,C0392756,patchy,decrease,modify,1
obscured,C0750729,obscured,course,modify,1
C0242656,C0700198,progression,aspiration,modify,1
placed,C0520453,placed,cannula,modify,1
C0205413,C0439794,patchy,dense,modify,1
C0332152,C0205101,prior,outside,modify,1
C0242656,C1184743,progression,process,located_at,1
overlying,C0019270,overlying,hernia,modify,1
C0205413,C0449432,patchy,component,modify,1
C0179740,confluence,picc,confluence,located_at,1
C0242656,exams,progression,exams,located_at,1
C0178587,C0816839,density,glenoid,located_at,1
C0175730,svc,tube,svc,located_at,1
C0332152,C0184252,prior,valve,modify,1
placed,C0179740,placed,picc,modify,2
C0012727,C0018670,displaced,head,located_at,1
placed,C0599554,placed,endotracheal,modify,1
C0332152,C0205217,prior,increased,modify,1
C0332152,C0520510,prior,material,modify,1
C0332152,C0220825,prior,evaluations,modify,1
C0332152,C0449851,prior,procedure,modify,1
nearly,C0205229,nearly,expanded,modify,1
C0332152,C0449468,prior,volumes,modify,1
placed,jugular,placed,jugular,modify,1
C0234621,C0038351,visualized,stomach,located_at,1
C0242656,C0449774,progression,pattern,modify,1
nearly,clear,nearly,clear,modify,1
C0332152,C0392747,prior,change,modify,1
C0242656,C0582103,progression,exam,located_at,1
obscured,C0817096,obscured,chest,modify,1
nearly,opacified,nearly,opacified,modify,1
C0012727,C0175730,displaced,tubes,located_at,1
C0332152,C0333051,prior,shift,modify,1
C0012727,C0040184,displaced,tibia,located_at,1
new,C0005903,new,temperature,modify,1
obscured,C0449911,obscured,view,modify,1
overlying,C0027530,overlying,cervical,modify,1
C0205413,C0520510,patchy,material,modify,1
C0205413,C1184743,patchy,process,modify,1
C0012727,C0005978,displaced,wire,located_at,1
place,C1293132,place,anchors,located_at,1
place,C0810633,place,pacemaker,modify,1
new,C0018800,new,cardiomegaly,modify,1
overlying,C0038293,overlying,sternal,modify,1
C0175730et,C0006255,et tube,bronchus,located_at,1
new,C0020725,new,icd,modify,1
place,C0475311,place,port,modify,1
C0179740,C2745888,picc,marker,modify,1
place,C0301559,place,screws,located_at,1
C0175730et,C0018670,et tube,head,located_at,1
new,C0021925,new,intubation,modify,1
C0234621,C0018827,visualized,ventricular,located_at,1
C0332152,C0041296,prior,tb,modify,1
C0175730et,C0021102,et tube,placement,located_at,1
C0332152,C0087111,prior,therapy,modify,1
overlying,C0038257,overlying,stent,modify,1
C0179740,atriocaval,picc,atriocaval,located_at,1
overlying,C0037949,overlying,spine,modify,1
C0234621,C0020164,visualized,humerus,modify,1
C0009938,C1510467,contusion,trauma,suggestive_of,2
placed,C0040590,placed,tracheostomy,modify,1
overlying,C0030705,overlying,patient,located_at,1
obscured,C0449719,obscured,portion,modify,1
place,tips,place,tips,modify,1
place,terminating,place,terminating,modify,1
C0012727,C0008913,displaced,clavicle,modify,1
new,C0013850,new,electronic,modify,1
obscured,C0449584,obscured,opacification,modify,1
place,leads,place,leads,modify,1
C0205413,C1440080,patchy,alveolar,modify,1
C0012727,C0012691,displaced,dislocation,modify,1
obscured,C0221198,obscured,lesion,modify,1
C0332152,C0450429,prior,locations,modify,1
C0011980,C1510467,diaphragmatic,trauma,located_at,1
portions,C0038351,portions,stomach,located_at,1
C0234621,C0444099,visualized,skin,modify,1
portions,C0003842,portions,arteries,located_at,1
C0234621,C0443157,visualized,bony,modify,1
much,C0441994,much,lower,modify,1
C0242656,C0027627,progression,metastasis,modify,1
obscured,C1547011,obscured,aspect,modify,1
ported,C0589488,ported,subclavian,modify,1
C0009678,C1510467,congenital,trauma,suggestive_of,1
much,aerated,much,aerated,modify,1
portacatheter,C0817096,portacatheter,chest,located_at,1
C0012727,C0677535,displaced,wall,located_at,1
C0242656,C0178499,progression,base,located_at,1
C0332152,C1260969,prior,rings,modify,1
C0205408,C0205132,vague,line,modify,1
previously,C0018802,previous,chf,modify,1
portions,C0184165,portions,tubing,located_at,1
C0009938,C0700198,contusion,aspiration,suggestive_of,1
possible,C0011334,possible,cavities,modify,1
C0178587,C0589496,density,supraclavicular,located_at,1
possible,C0006282,possible,bronchograms,modify,1
C0179740C0205132,C0205102,picc line,internal,located_at,1
C0205403,C4698035,extremely,shallow,modify,1
much,C0392756,much,decreased,modify,1
possible,C0000768,possible,deformity,modify,1
portions,sulci,portions,sulci,located_at,1
portions,obscured,portions,obscured,modify,1
overlies,jugular,overlies,jugular,located_at,1
much,C0439794,much,dense,modify,1
C0205405,C0029053,bullous,opacities,modify,1
C0205405,C0220781,bullous,formation,modify,1
overlies,pads,overlies,pads,located_at,1
C0205408,C0205217,vague,increased,modify,1
C0012727,C0332461,displaced,plaque,modify,1
pneumothoraces,apices,pneumothoraces,apices,located_at,1
C0332152,C1139930,prior,plate,modify,1
C0205408,C0577559,vague,mass,modify,1
C0234621,C0086296,visualized,film,modify,1
overlying,C0013687,overlying,effusion,modify,1
C0012727,C0205132,displaced,line,modify,1
obscured,C1184743,obscured,process,suggestive_of,1
multilevel,C0520510,multilevel,material,modify,1
platelike,areas,platelike,areas,modify,1
C0179740C0205132,C0008913,picc line,clavicle,located_at,1
overlying,C0013769,overlying,elbow,located_at,1
C0179740C0205132,C0004454,picc line,axillary,located_at,2
C0205413,C0024109,patchy,pulmonary,modify,1
C0234621,C0085590,visualized,catheter,modify,1
C0205413,C0178499,patchy,base,located_at,1
overlying,C0013812,overlying,electrode,modify,1
C0009938,C0009450,contusion,infection,suggestive_of,1
C0332152,C0549207,prior,vertebral,modify,1
plugging,C0032285,plugging,pneumonia,suggestive_of,1
C0332152,C0700198,prior,aspiration,modify,1
pneumothoraces,C1306645,pneumothoraces,x-ray,located_at,1
C0205408,C0332554,vague,shadow,modify,1
pneumothoraces,C0817096,pneumothoraces,thoraces,located_at,1
C0234621,C0184165,visualized,tubing,modify,1
C0332152,C0700364,before,appearance,modify,1
C0009938,C0004144,contusion,atelectasis,suggestive_of,1
pneumothoraces,C0086296,pneumothoraces,film,located_at,1
pneumothoraces,C0017446,pneumothoraces,region,located_at,1
C0012634,C0332448,disease,infiltrate,suggestive_of,1
overlying,C0008913,overlying,clavicle,modify,1
pneumothoraces,C0024109,pneumothoraces,lung,located_at,1
C0234621,C0180860,visualized,filter,modify,1
overlying,C0012634,overlying,disease,modify,1
C0012725,C1522410,displacement,apex,located_at,1
place,C0184252,place,valve,located_at,1
C0012725,C0018670,displacement,head,located_at,1
C0206427,C0456605,rods,pedicle,located_at,1
C0232902,C0038257,migrated,stent,modify,1
overlying,C0443315,overlying,subcutaneous,modify,1
persist,C0700148,persistence,congestion,modify,1
persist,C0522501,persistence,markings,modify,1
C0232902,C0020164,migrated,humeral,modify,1
C0232902,C0018670,migrated,head,modify,1
C0206427,C0524724,rods,staples,located_at,1
persist,C0449774,persistence,pattern,modify,1
C0175730ng,C0027530,ng tube,neck,located_at,1
C0302908,bronchoalveolar,fluid,bronchoalveolar,located_at,1
C0206427,C0549207,rod,vertebral,located_at,1
persist,C1306645,persistence,radiographs,modify,1
C0206427,C0441889,rods,level,located_at,1
C0232902,C0179740,migrated,picc,modify,1
C0175730ng,C0017446,ng tube,region,located_at,1
C0011980,C0024109,diaphragms,lungs,located_at,1
C0232902,C0040578,migrated,trachea,located_at,1
C0332147,C0013604,suspected,edema,modify,1
overlying,C0442016,overlying,epicardial,modify,1
C0206427,C0024090,rods,lumbar,located_at,1
obscured,C0013687,obscured,effusion,modify,1
C0206427,C0037004,rod,shoulder,located_at,1
C0206427,C0205090,rod,right,located_at,1
persists,C0008767,persists,scarring,modify,1
C0325528,C1253959,swan,branch,located_at,1
persists,C0006282,persists,bronchograms,located_at,1
C0325528,C0227952,swan,sheath,located_at,1
persists,C0004144,persists,atelectasis,modify,1
C0325528,C0205132,swan,line,modify,1
C0206427,C0678594,rod,structures,located_at,1
C0206427,C1523994,rod,hardware,located_at,1
persist,C0227952,persist,sheath,modify,1
new,C0445346,new,tunneled,modify,1
obscuration,detail,obscuration,detail,modify,1
persist,C0012634,persistence,disease,modify,1
C0302908,C2328510,fluid,interstitium,located_at,1
persist,C0012359,persisting,distention,modify,1
persist,C0006282,persist,bronchograms,modify,1
new,C0475311,new,port,modify,1
C0175730ng,C0031354,ng tube,pharynx,located_at,1
obscuration,cardiomediastinal,obscuration,cardiomediastinal,located_at,1
C0302908,C1547011,fluid,aspect,located_at,1
C0012725,C0020164,displacement,humeral,located_at,1
peritracheal,C0001861,peritracheal,air,located_at,1
overlying,C0933845,overlying,parenchyma,located_at,1
obscuration,borders,obscuration,borders,modify,1
obscuration,C1547011,obscuration,aspect,located_at,1
C0175730ng,C0034196,ng tube,pyloric,located_at,1
C0231832,C0086296,respiratory,film,modify,1
C0220781,C0008913,formation,clavicle,located_at,1
persist,C0040300,persisting,tissue,modify,1
new,C0449432,new,component,modify,1
persist,C0205400,persisting,thickening,modify,1
persist,C0205132,persistence,line,modify,1
C0231832,C0180499,respiratory,drains,modify,1
persist,C0178499,persisting,bases,modify,1
persist,C0175730,persistence,tube,modify,1
overlying,C0733755,overlying,position,modify,1
C0302908,airspace,fluid,airspace,located_at,1
C0012725,C0021853,displacement,bowel,located_at,1
obscuration,margins,obscuration,margins,modify,1
obscuration,hila,obscuration,hila,located_at,1
persist,C0018800,persist,cardiomegaly,modify,1
persist,C0013990,persisting,emphysema,modify,1
persists,C0018800,persists,cardiomegaly,modify,1
C0206427,C0020164,rod,humerus,located_at,1
C0012634,C0333159,disease,emphysematous,located_at,1
C0205417,C0521530,lobular,consolidation,modify,1
pigtail,C1522410,pigtail,apex,located_at,1
C0242821,C0027530,bodies,cervical,located_at,1
C0010383,C0024109,crowding,pulmonary,located_at,1
C0175730et,C0556030,et tube,repositioning,located_at,1
C0332152,C0021308,prior,infarct,modify,1
pigtail,C0449719,pigtail,portion,located_at,1
C0332152,C0021102,prior,placement,modify,1
obscured,C0032326,obscured,pneumothorax,modify,1
overlying,C0180499,overlying,drains,modify,1
C0010383,C0029053,crowding,opacity,located_at,1
C0332152,C0020303,prior,hydropneumothorax,modify,1
obscured,C0024109,obscured,lung,modify,1
C0205419,C0019270,deviation,hernia,suggestive_of,1
C0332152,C0019123,prior,hemothorax,modify,1
new,C0036429,new,sclerotic,modify,1
C0205417,C0332479,lobular,shape,modify,1
C0332147,C0205132,suspected,lines,modify,1
C0012725,C0816839,displacement,glenoid,located_at,1
C0242821,C0004454,bodies,axilla,located_at,1
place,C0182537,place,pump,modify,1
C0205413,indistinctness,patchy,indistinctness,modify,1
C0205413,lucency,patchy,lucency,modify,1
C0234621,C0013604,visualized,edema,suggestive_of,1
C0332152,C0032225,prior,pleural,modify,1
overlying,C0175722,overlying,clips,modify,1
C0205413,parenchymal,patchy,parenchymal,modify,1
C0242821,C0025066,body,mediastinum,located_at,1
C0234621,C0000833,visualized,abscess,modify,1
C0205413,reticulonodular,patchy,reticulonodular,modify,1
C0205417,C0178587,lobular,density,modify,1
pigtail,C0039991,pigtail,thoracostomy,located_at,1
C0175730et,C1547307,et tube,satisfactory,modify,1
C0205419,C0031050,deviation,pericardial,located_at,1
C0205419,C0035868,deviation,rotation,suggestive_of,1
C0233494,C0019123,tension,hemothorax,located_at,1
C0232902,C1705504,migrated,tip,located_at,1
C0205419,silhouette,deviation,silhouette,located_at,1
persists,C0178587,persists,density,modify,1
C0205549,C0016658,series,fractures,modify,1
C0012725,C0205108,displacement,distal,located_at,1
new,C0184898,new,incision,modify,1
C0205549,C0449911,series,views,modify,1
C0332147,C0392747,suspected,changes,modify,1
C0332147,C0205234,suspected,focus,modify,1
overlying,C0262950,overlying,osseous,modify,1
C0010383,C1184146,crowding,basilar,located_at,1
new,C0205090,new,right,modify,1
overlying,C0302908,overlying,fluid,modify,1
obscured,C0013798,obscured,ekg,modify,1
C0332152,C0000768,prior,deformity,modify,1
C0010383,C0700364,crowded,appearance,modify,1
C0242821,C0037004,bodies,shoulder,located_at,1
C0233494,C0449432,tension,component,located_at,1
pigtail,C0012621,pigtail,drainage,located_at,1
C0179740,C1523994,picc,hardware,located_at,1
C0012725,C0487742,displacement,width,located_at,1
C0175730et,midthoracic,et tube,midthoracic,located_at,1
C0205419,C0175730,deviation,tube,located_at,1
C0205419,C0929176,deviation,hilum,located_at,1
C0205419,C0184511,variation,improvement,modify,1
persists,C1516698,persists,collection,modify,1
C0178587,C1282910,densities,upper,located_at,1
C0242821,C0036277,body,scapula,located_at,1
C0302908,C0302908,fluid,fluid,located_at,1
C0700364,C0086296,appearance,film,located_at,1
previously,C0019080,previous,hematoma,modify,1
still,C0205250,still,elevated,modify,1
still,C0013604,still,edema,modify,1
C0205132,C2986473,linear,metallic,modify,1
stably,C0456389,stably,size,modify,1
stably,C0018787,stably,heart,modify,1
C0205090,C0543467,right,surgery,modify,1
splaying,C0035561,splaying,ribs,located_at,1
C0205090,C0542331,right,shunt,modify,1
spiculated,C0449579,spiculated,nodularity,modify,1
spiculated,C0178587,spiculated,density,modify,1
C0205132,perihilar,lines,perihilar,located_at,1
still,C0205379,still,visible,modify,1
C0205132,visualize,lines,visualize,modify,1
C0205132pic,C0018792,pic line,atrium,located_at,1
sparing,C0024109,sparing,lung,located_at,1
sparing,C0009450,sparing,infection,suggestive_of,1
somewhat,underinflated,somewhat,underinflated,modify,1
C0205132pic,C0441987,pic line,side,located_at,1
somewhat,opacified,somewhat,opacified,modify,1
C0205134,C0011164,curve,degenerative,suggestive_of,1
somewhat,lucent,somewhat,lucent,modify,1
C0205134,C0027551,curved,needle,modify,1
somewhat,indistinct,somewhat,indistinct,modify,1
C0205134,C0179740,curving,picc,modify,1
still,C0234621,still,visualized,modify,1
sideport,C0677535,sideport,wall,located_at,1
straight,C0817096,straight,chest,modify,1
stranding,midlung,stranding,midlung,located_at,1
stranding,costophrenic,stranding,costophrenic,located_at,1
C0205132,C0449445,line,approach,located_at,1
C0205132,C0449911,line,view,located_at,1
stranding,C0392747,stranding,changes,modify,1
C0205132,C0520510,lines,materials,located_at,1
stranding,C0205143,stranding,angle,located_at,1
C0205132,C0599554,line,endotracheal,located_at,1
C0205132,C0677535,line,wall,located_at,1
C0205132,C0678594,linear,structure,modify,1
C0205132,C0750729,line,course,located_at,2
straight,persist,straight,persistence,modify,1
straight,C0449830,straight,configuration,modify,1
C0205132,C1704972,linear,strand,modify,1
straight,C0205284,straight,margin,modify,1
straight,C0205132,straight,line,modify,1
straight,C0175730,straight,tube,modify,1
C0205132,C1184146,lines,basilar,located_at,1
straight,C0015252,straight,removal,modify,1
still,prominent,still,prominent,modify,1
C0205132,C1306645,lines,radiograph,located_at,1
still,present,still,present,modify,1
C0205090,C0678594,right,structure,modify,1
C0205132,C1521738,line,field,located_at,1
C0205132,C1523994,line,hardware,located_at,1
still,C0549177,still,large,modify,1
somewhat,hazy,somewhat,hazy,modify,1
C0205134,C0205090,curve,right,located_at,1
C0205134,C0205154,curved,edge,modify,1
slightly,lordotic,slightly,lordotic,modify,1
slightly,sharp,slightly,sharp,modify,1
slightly,reexpansion,slight,reexpansion,modify,1
C0205144,C0449719,junction,portion,located_at,1
slightly,pullback,slight,pullback,modify,1
C0205144,azygos,junction,azygos,located_at,1
slightly,past,slightly,past,modify,1
slightly,obscuring,slightly,obscuring,modify,1
slightly,obscures,slightly,obscures,modify,1
C0205090,C0449468,right,volumes,modify,1
C0205144,jugular,junction,jugular,located_at,1
C0003483,retrocardiac,aorta,retrocardiac,located_at,1
somewhat,conspicuous,somewhat,conspicuous,modify,1
C0205090,C0447122,right,vena,modify,1
C0205150,C0025066,hilar,mediastinal,located_at,1
slightly,evident,slightly,evident,modify,1
C0205150,C0817096,hilar,thorax,located_at,1
C0205150,segments,hilar,segments,located_at,1
C0205154,C0025066,edge,mediastinum,located_at,1
C0205090,C0444099,right,skin,modify,1
C0205154,C0221198,edge,lesion,located_at,1
C0205154,C1521738,edge,field,located_at,1
C0205154,periphery,edge,periphery,located_at,1
C0205144,C0242821,junction,body,located_at,1
somewhat,C0017110,somewhat,gas,modify,1
somewhat,C0032854,somewhat,poor,modify,1
C0205134,C0449719,curved,portion,modify,1
C0205143,C0036439,angular,scoliosis,modify,1
somewhat,C0549177,somewhat,large,modify,1
somewhat,C0441994,somewhat,lower,modify,1
somewhat,C0439794,somewhat,dense,modify,1
somewhat,C0344315,somewhat,depressed,modify,1
somewhat,C0333482,somewhat,atherosclerotic,modify,1
C0205143,C1184482,angle,sulcus,located_at,1
C0205143,C1306645,angle,radiograph,located_at,1
somewhat,C0332463,somewhat,narrow,modify,1
somewhat,C0302908,somewhat,fluid,modify,1
somewhat,C0205413,somewhat,patchy,modify,1
C0205090,C0449719,right,portion,modify,1
C0205144,C0013303,junction,duodenum,located_at,1
somewhat,C0205231,somewhat,extensive,modify,1
somewhat,C0205229,somewhat,expanded,modify,1
somewhat,C0205219,somewhat,diffuse,modify,1
C0205144,C0018827,junction,ventricle,located_at,1
somewhat,C0205179,somewhat,advanced,modify,1
C0205144,C0027530,junction,cervical,located_at,1
somewhat,C0205119,somewhat,triangular,modify,1
C0205144,C0038351,junction,stomach,located_at,1
C0003483,C1253959,aortic,branch,located_at,1
C0205132,C0444930,line,ends,located_at,1
C0205090,C1306645,right,radiograph,modify,1
C0205132,C0442045,line,visceral,located_at,1
substantial,C0700124,substantial,dilatation,modify,1
subtle,C0028259,subtle,nodule,modify,1
subtle,C0025062,subtle,pneumomediastinum,modify,1
subtle,C0016658,subtle,fracture,modify,1
subtle,C0001613,subtle,cortical,modify,1
C0205125,C0205234,deep,focus,modify,1
C0205125,costophrenic,deep,costophrenic,modify,1
substantially,C0442739,substantially,unchanged,modify,1
C0205090,cordis,right,cordis,modify,1
substantially,C0332271,substantially,worse,modify,1
substantially,C0205329,substantially,progressed,modify,1
substantially,C0205217,substantially,increased,modify,1
substantial,C1514893,substantial,resolution,modify,1
C0205126,C0449830,horizontal,configuration,modify,1
C0205132,C0000768,linear,abnormalities,modify,1
C0205126,C0700364,horizontal,appearance,modify,1
C0205126,C0750729,horizontal,course,modify,1
substantial,C0302908,substantial,fluid,modify,1
substantial,C0013990,substantial,emphysema,modify,1
C0001861,C0524461,air,lumen,located_at,1
substantial,C0004144,substantial,atelectasis,modify,1
C0205128,C0205154,vertical,edge,modify,1
subsequent,ap,subsequent,ap,modify,1
C0205128,C0524724,vertical,staples,modify,1
subsequent,C0817096,subsequent,chest,modify,1
C0205128,C1704972,vertical,orientation,modify,1
subsequent,C0449584,subsequent,opacification,modify,1
C0205125,C0179740,deep,picc,modify,1
C0205125,C0042449,deep,venous,modify,1
subtle,C0035561,subtle,ribs,modify,1
subtle,C0038969,subtle,sutures,modify,1
C0205090,paraspinous,right,paraspinous,modify,1
C0205122,C0796494,segmental,lobe,modify,1
subtle,irregularity,subtle,irregularity,modify,1
subtle,indistinctness,subtle,indistinctness,modify,1
C0205122,C1253959,segmental,branch,modify,1
subtle,discontinuity,subtle,discontinuity,modify,1
C0205122,areas,segmental,areas,modify,1
subtle,blurring,subtle,blurring,modify,1
subtle,areas,subtle,areas,modify,1
subtle,C1547225,subtle,mild,modify,1
subtle,C1280500,subtle,effect,modify,1
subtle,C1184743,subtle,process,modify,1
C0205123,C0016169,coronal,sinus,modify,1
subtle,C0522501,subtle,markings,modify,1
subtle,C0521530,subtle,consolidation,modify,1
C0205090,outflow,right,outflow,modify,1
subtle,C0439739,subtle,reticular,modify,1
subtle,C0333051,subtle,shift,modify,1
subtle,C0332554,subtle,shadow,modify,1
subtle,C0332448,subtle,infiltrate,modify,1
C0205090,margins,right,margins,modify,1
C0205123,C1301886,coronal,diameter,modify,1
